drugName,condition,n_reviews,avg_rating,sentiment_score,total_useful
Simply Sleep,Insomnia,12,5.58,0.5383,180
Unisom SleepGels,Insomnia,9,4.67,0.4605,112
Suvorexant,Insomnia,273,3.69,0.3933,6574
Belsomra,Insomnia,265,3.66,0.388,6567
Clonidine,"Insomnia, Stimulant-Associated",28,7.32,0.7811,886
Metformin,Insulin Resistance Syndrome,21,8.0,0.7185,1464
Cilostazol,Intermittent Claudication,5,7.8,0.7129,198
Amitriptyline,Interstitial Cystitis,40,8.7,0.8791,1304
Elavil,Interstitial Cystitis,8,8.12,0.8652,384
Phenazopyridine,Interstitial Cystitis,31,8.45,0.813,717
Pentosan polysulfate sodium,Interstitial Cystitis,60,7.78,0.8013,2085
Elmiron,Interstitial Cystitis,57,7.67,0.7928,2083
Pyridium,Interstitial Cystitis,8,7.75,0.6917,269
Iron polysaccharide,Iron Deficiency Anemia,5,9.2,0.8396,39
Iron sucrose,Iron Deficiency Anemia,5,7.8,0.7238,69
Ferrous sulfate,Iron Deficiency Anemia,13,6.31,0.6439,582
Donnatal,Irritable Bowel Syndrome,18,9.61,0.9631,720
Desipramine,Irritable Bowel Syndrome,7,9.0,0.9479,85
Lotronex,Irritable Bowel Syndrome,17,9.65,0.9424,363
Alosetron,Irritable Bowel Syndrome,19,9.63,0.9416,366
Atropine / hyoscyamine / phenobarbital / scopolamine,Irritable Bowel Syndrome,22,9.18,0.9363,731
Lactobacillus acidophilus,Irritable Bowel Syndrome,5,9.6,0.9323,198
Amitriptyline,Irritable Bowel Syndrome,57,8.81,0.9297,2903
Nortriptyline,Irritable Bowel Syndrome,29,8.97,0.9187,803
Librax,Irritable Bowel Syndrome,36,9.11,0.908,1861
Tegaserod,Irritable Bowel Syndrome,12,9.67,0.8815,171
Zelnorm,Irritable Bowel Syndrome,12,9.67,0.8815,171
Chlordiazepoxide / clidinium,Irritable Bowel Syndrome,43,9.02,0.8802,1900
Cholestyramine,Irritable Bowel Syndrome,36,9.08,0.8663,1630
Escitalopram,Irritable Bowel Syndrome,8,8.38,0.8563,194
Dicyclomine,Irritable Bowel Syndrome,134,7.81,0.8388,5611
Hyoscyamine,Irritable Bowel Syndrome,55,8.25,0.836,1594
Bentyl,Irritable Bowel Syndrome,66,7.47,0.8306,3694
Symax Duotab,Irritable Bowel Syndrome,5,8.6,0.8299,166
Psyllium,Irritable Bowel Syndrome,5,6.8,0.8234,170
Venlafaxine,Irritable Bowel Syndrome,9,8.22,0.8062,76
Linzess,Irritable Bowel Syndrome,125,7.14,0.7326,4257
Linaclotide,Irritable Bowel Syndrome,134,7.19,0.7296,4270
Methscopolamine,Irritable Bowel Syndrome,8,6.88,0.7231,40
Eluxadoline,Irritable Bowel Syndrome,125,6.65,0.6972,2265
Viberzi,Irritable Bowel Syndrome,124,6.65,0.6959,2265
Amitiza,Irritable Bowel Syndrome,46,6.52,0.6744,1636
Lubiprostone,Irritable Bowel Syndrome,46,6.52,0.6744,1636
EnteraGam,Irritable Bowel Syndrome,9,6.56,0.6572,129
Immune globulin oral,Irritable Bowel Syndrome,9,6.56,0.6572,129
Levsin,Irritable Bowel Syndrome,10,6.8,0.6554,305
Rifaximin,Irritable Bowel Syndrome,43,6.35,0.6266,1855
Xifaxan,Irritable Bowel Syndrome,28,5.96,0.5982,1598
Clopidogrel,Ischemic Stroke,7,7.0,0.667,384
Plavix,Ischemic Stroke,6,6.5,0.6442,378
Aggrenox,"Ischemic Stroke, Prophylaxis",14,6.07,0.6025,477
Aspirin / dipyridamole,"Ischemic Stroke, Prophylaxis",14,6.07,0.6025,477
Enbrel,Juvenile Rheumatoid Arthritis,9,8.0,0.8096,68
Etanercept,Juvenile Rheumatoid Arthritis,10,7.9,0.797,68
Restasis,Keratoconjunctivitis Sicca,37,5.49,0.5776,1049
Cyclosporine,Keratoconjunctivitis Sicca,43,5.02,0.5224,1051
Aldara,Keratosis,5,8.6,0.8595,91
Carac,Keratosis,6,9.5,0.8116,674
Fluorouracil,Keratosis,35,8.43,0.7784,2922
Efudex,Keratosis,16,7.81,0.7308,1630
Imiquimod,Keratosis,43,7.26,0.7181,896
Zyclara,Keratosis,33,7.36,0.7048,779
Cephalexin,Kidney Infections,12,8.25,0.718,341
Levaquin,Kidney Infections,13,7.23,0.6979,294
Levofloxacin,Kidney Infections,15,6.73,0.6573,297
Ciprofloxacin,Kidney Infections,44,5.23,0.5524,998
Cipro,Kidney Infections,14,4.36,0.4269,458
Sulfamethoxazole / trimethoprim,Kidney Infections,20,4.6,0.3716,183
Bactrim,Kidney Infections,9,4.78,0.3669,98
Cervidil,Labor Induction,5,3.8,0.4408,49
Dinoprostone,Labor Induction,5,3.8,0.4408,49
Stadol,Labor Pain,13,6.92,0.7318,52
Butorphanol,Labor Pain,14,6.5,0.6956,52
Reglan,Lactation Augmentation,6,6.17,0.5736,29
Metoclopramide,Lactation Augmentation,7,5.43,0.5232,32
Lactaid,Lactose Intolerance,6,5.17,0.5412,99
Lactase,Lactose Intolerance,13,4.08,0.5191,126
Carvedilol,Left Ventricular Dysfunction,8,9.12,0.8436,254
Coreg,Left Ventricular Dysfunction,6,8.83,0.7962,204
Banzel,Lennox-Gastaut Syndrome,5,10.0,0.9891,46
Rufinamide,Lennox-Gastaut Syndrome,5,10.0,0.9891,46
Clobazam,Lennox-Gastaut Syndrome,7,6.14,0.6565,75
Onfi,Lennox-Gastaut Syndrome,6,5.5,0.6146,73
Clobetasol,Lichen Sclerosus,5,9.0,0.9208,85
Lorazepam,Light Anesthesia,5,9.8,0.8915,60
Midazolam,Light Anesthesia,16,4.0,0.4649,166
Versed,Light Anesthesia,13,3.77,0.4357,153
Diazepam,Light Sedation,6,8.67,0.8527,142
Demerol,Light Sedation,5,8.0,0.8215,115
Meperidine,Light Sedation,5,8.0,0.8215,115
Promethazine,Light Sedation,11,6.45,0.711,201
Phenergan,Light Sedation,6,6.83,0.6633,159
Versed,Light Sedation,14,5.5,0.6065,158
Midazolam,Light Sedation,17,5.76,0.601,169
Egrifta,Lipodystrophy,5,6.4,0.6829,87
Tesamorelin,Lipodystrophy,5,6.4,0.6829,87
Ceftin,Lyme Disease,5,8.0,0.849,88
Cefuroxime,Lyme Disease,5,8.0,0.849,88
Doxycycline,Lyme Disease,32,8.0,0.7622,971
Doxycycline,"Lyme Disease, Neurologic",6,8.0,0.6417,61
Lucentis,Macular Degeneration,5,7.4,0.7982,130
Ranibizumab,Macular Degeneration,5,7.4,0.7982,130
Aflibercept,Macular Degeneration,6,7.33,0.7803,222
Eylea,Macular Degeneration,6,7.33,0.7803,222
Paxil,Major Depressive Disorde,17,7.59,0.9088,382
Wellbutrin SR,Major Depressive Disorde,16,7.62,0.8826,482
Paroxetine,Major Depressive Disorde,21,7.0,0.8361,391
Fluoxetine,Major Depressive Disorde,46,7.61,0.8283,1364
Prozac,Major Depressive Disorde,34,7.41,0.8154,1278
Lexapro,Major Depressive Disorde,35,7.09,0.7735,938
Wellbutrin,Major Depressive Disorde,46,7.11,0.7733,2093
Bupropion,Major Depressive Disorde,142,7.21,0.757,5239
Sertraline,Major Depressive Disorde,78,7.42,0.749,1739
Escitalopram,Major Depressive Disorde,51,7.04,0.7321,1050
Trazodone,Major Depressive Disorde,17,7.0,0.7248,392
Wellbutrin XL,Major Depressive Disorde,51,6.88,0.7228,2446
Mirtazapine,Major Depressive Disorde,61,6.93,0.7205,2014
Zoloft,Major Depressive Disorde,60,7.07,0.7168,1647
Remeron,Major Depressive Disorde,21,6.86,0.707,1020
Effexor XR,Major Depressive Disorde,48,7.02,0.7021,1006
Duloxetine,Major Depressive Disorde,47,6.6,0.6852,921
Olanzapine,Major Depressive Disorde,16,6.81,0.684,242
Venlafaxine,Major Depressive Disorde,103,6.92,0.6795,1850
Aripiprazole,Major Depressive Disorde,57,6.18,0.6717,790
Vortioxetine,Major Depressive Disorde,222,6.53,0.6705,6481
Trintellix,Major Depressive Disorde,180,6.4,0.6638,6150
Cymbalta,Major Depressive Disorde,43,6.33,0.6637,896
Seroquel XR,Major Depressive Disorde,11,5.45,0.6558,133
Pristiq,Major Depressive Disorde,35,6.11,0.6511,536
Abilify,Major Depressive Disorde,53,5.94,0.6494,767
Rexulti,Major Depressive Disorde,75,6.57,0.6462,2823
Brexpiprazole,Major Depressive Disorde,82,6.4,0.6407,2830
Desvenlafaxine,Major Depressive Disorde,38,5.87,0.6359,556
Quetiapine,Major Depressive Disorde,22,5.59,0.6308,186
Viibryd,Major Depressive Disorde,98,5.74,0.6101,3094
Zyprexa,Major Depressive Disorde,10,6.1,0.6059,176
Effexor,Major Depressive Disorde,28,6.39,0.6008,705
Vilazodone,Major Depressive Disorde,105,5.6,0.5948,3102
Levomilnacipran,Major Depressive Disorde,68,5.24,0.5759,1646
Fetzima,Major Depressive Disorde,65,5.26,0.5737,1646
Atovaquone / proguanil,Malaria Prevention,20,5.75,0.5617,261
Malarone,Malaria Prevention,20,5.75,0.5617,261
Mefloquine,Malaria Prevention,9,5.33,0.4642,72
Lariam,Malaria Prevention,5,4.6,0.4624,56
Lithium,Mania,10,7.6,0.8608,327
Depakote,Mania,13,7.54,0.8191,741
Divalproex sodium,Mania,21,7.76,0.7947,811
Chlorpromazine,Mania,5,5.8,0.6801,57
Haloperidol,Mania,5,3.6,0.2469,50
Fluocinolone / hydroquinone / tretinoin,Melasma,49,8.82,0.8802,1526
Tri-Luma,Melasma,48,8.79,0.8789,1522
Valium,Meniere's Disease,8,9.88,0.9679,433
Diazepam,Meniere's Disease,20,9.65,0.9448,788
Estratest H.S.,Menopausal Disorders,5,10.0,0.9838,148
Esterified estrogens / methyltestosterone,Menopausal Disorders,8,10.0,0.9234,184
Lysteda,Menorrhagia,30,8.33,0.8369,1673
Natazia,Menorrhagia,7,7.57,0.8256,43
Tranexamic acid,Menorrhagia,50,8.26,0.7912,2129
Dienogest / estradiol,Menorrhagia,9,7.33,0.7648,43
Lysteda,Menstrual Disorders,15,8.33,0.7515,762
Ocella,Menstrual Disorders,13,6.85,0.7425,55
Gildess Fe 1 / 20,Menstrual Disorders,6,8.17,0.7241,11
Tranexamic acid,Menstrual Disorders,43,7.72,0.72,1299
Yasmin,Menstrual Disorders,15,6.47,0.687,205
Microgestin Fe 1 / 20,Menstrual Disorders,22,6.82,0.6473,263
Drospirenone / ethinyl estradiol,Menstrual Disorders,93,5.85,0.5889,551
Yaz,Menstrual Disorders,39,6.0,0.581,198
Loestrin 24 Fe,Menstrual Disorders,40,5.78,0.5768,465
Gianvi,Menstrual Disorders,14,5.71,0.5492,65
Ethinyl estradiol / norethindrone,Menstrual Disorders,124,5.6,0.5384,905
Microgestin Fe 1.5 / 30,Menstrual Disorders,11,5.0,0.5298,46
Loryna,Menstrual Disorders,10,3.9,0.3997,28
Junel Fe 1 / 20,Menstrual Disorders,16,3.56,0.2352,58
Linezolid,Methicillin-Resistant Staphylococcus Aureus Infection,13,8.77,0.886,263
Zyvox,Methicillin-Resistant Staphylococcus Aureus Infection,12,9.08,0.8826,263
Migergot,Migraine,6,10.0,0.9896,57
Butalbital Compound,Migraine,9,9.44,0.9739,138
Amerge,Migraine,20,9.1,0.9592,305
Frovatriptan,Migraine,39,9.33,0.9295,316
Caffeine / ergotamine,Migraine,17,9.06,0.9277,139
Frova,Migraine,36,9.36,0.9257,310
Imitrex Statdose,Migraine,15,8.4,0.9242,41
Rizatriptan,Migraine,204,8.95,0.9114,1962
Methylergonovine,Migraine,7,9.71,0.9113,90
Naratriptan,Migraine,30,8.73,0.9088,328
Maxalt,Migraine,93,8.89,0.9087,1165
Almotriptan,Migraine,28,8.86,0.9039,210
Axert,Migraine,25,8.88,0.9026,205
Maxalt-MLT,Migraine,60,8.87,0.9026,645
Methergine,Migraine,6,9.67,0.8969,86
Cafergot,Migraine,8,8.12,0.8944,81
Neurontin,Migraine,16,8.44,0.8876,792
Relpax,Migraine,114,8.77,0.8842,1228
Eletriptan,Migraine,116,8.72,0.8829,1230
Sumavel DosePro,Migraine,36,8.47,0.88,289
Treximet,Migraine,82,9.01,0.8779,643
Aspirin / butalbital / caffeine,Migraine,56,8.43,0.8771,1018
Cambia,Migraine,25,8.52,0.8734,569
Naproxen / sumatriptan,Migraine,89,8.99,0.8718,655
Zomig-ZMT,Migraine,12,8.0,0.8574,47
Fiorinal,Migraine,41,8.24,0.8553,867
Diclofenac,Migraine,31,8.42,0.8519,640
Sumatriptan,Migraine,272,7.98,0.8334,2255
Imitrex,Migraine,128,7.87,0.8206,1510
Gabapentin,Migraine,76,7.99,0.8099,3511
Zolmitriptan,Migraine,94,7.73,0.8048,523
Acetaminophen / aspirin / caffeine,Migraine,103,7.53,0.8026,968
Flexeril,Migraine,11,7.36,0.7854,444
Zomig,Migraine,60,7.2,0.757,435
Cyclobenzaprine,Migraine,27,7.44,0.7397,726
Migranal,Migraine,16,7.06,0.7291,210
Dihydroergotamine,Migraine,25,6.76,0.6961,249
Botox,Migraine,10,6.4,0.6775,65
OnabotulinumtoxinA,Migraine,10,6.4,0.6775,65
Cyproheptadine,Migraine,26,6.65,0.6693,592
Orphenadrine,Migraine,6,7.17,0.6554,99
Excedrin,Migraine,13,6.62,0.6429,61
Metoclopramide,Migraine,87,4.43,0.4079,983
Reglan,Migraine,56,4.16,0.3986,796
Lyrica,Migraine Prevention,5,9.0,0.9031,233
Atenolol,Migraine Prevention,19,8.53,0.8968,529
Clonazepam,Migraine Prevention,19,8.16,0.8871,550
Pregabalin,Migraine Prevention,11,8.36,0.8679,335
Elavil,Migraine Prevention,37,7.92,0.8592,1668
Amlodipine,Migraine Prevention,26,8.77,0.8426,807
Klonopin,Migraine Prevention,5,6.4,0.8299,199
Inderal,Migraine Prevention,27,7.7,0.8234,1099
Nortriptyline,Migraine Prevention,146,8.12,0.8232,5859
Amitriptyline,Migraine Prevention,244,7.81,0.8208,7997
Verapamil,Migraine Prevention,40,7.72,0.8193,1657
Metoprolol,Migraine Prevention,12,8.42,0.8051,311
Propranolol,Migraine Prevention,142,7.68,0.8016,4259
Nadolol,Migraine Prevention,14,7.86,0.7912,289
Pamelor,Migraine Prevention,8,9.12,0.7849,772
Baclofen,Migraine Prevention,10,8.0,0.7801,364
Lisinopril,Migraine Prevention,16,8.56,0.7756,445
Zonegran,Migraine Prevention,13,7.54,0.7433,590
Inderal LA,Migraine Prevention,8,6.62,0.741,318
Depakote ER,Migraine Prevention,20,7.3,0.7363,545
OnabotulinumtoxinA,Migraine Prevention,75,7.03,0.7182,3269
Botox,Migraine Prevention,73,6.97,0.7121,3268
Lamotrigine,Migraine Prevention,9,8.11,0.6956,110
Zonisamide,Migraine Prevention,25,6.6,0.6817,817
Topiramate,Migraine Prevention,437,6.24,0.6699,10085
Topamax,Migraine Prevention,282,6.3,0.6645,8611
Divalproex sodium,Migraine Prevention,59,6.19,0.6134,1400
Depakote,Migraine Prevention,30,5.8,0.5155,818
Candesartan,Migraine Prevention,6,5.17,0.4508,73
Donepezil,Mild Cognitive Impairment,7,5.86,0.5658,297
Atenolol,Mitral Valve Prolapse,6,9.67,0.9593,126
Nebivolol,Mitral Valve Prolapse,6,8.5,0.8804,170
Propranolol,Mitral Valve Prolapse,5,7.6,0.8793,48
Bystolic,Mitral Valve Prolapse,5,8.4,0.8672,169
Metoprolol,Mitral Valve Prolapse,10,8.5,0.7602,162
Cyclizine,Motion Sickness,6,10.0,0.974,151
Marezine,Motion Sickness,5,10.0,0.9732,147
Dimenhydrinate,Motion Sickness,26,9.35,0.9299,606
Dramamine,Motion Sickness,22,9.23,0.9198,589
Meclizine,Motion Sickness,38,8.71,0.8517,869
Bonine,Motion Sickness,26,8.77,0.8488,719
Promethazine,Motion Sickness,7,7.29,0.8054,85
Phenergan,Motion Sickness,5,7.6,0.7711,72
Transderm-Scop,Motion Sickness,55,7.25,0.7409,871
Scopolamine,Motion Sickness,81,7.26,0.7228,1019
Acetazolamide,Mountain Sickness / Altitude Sickness,7,9.14,0.9713,229
Saliva substitutes,Mucositis,5,9.4,0.8792,87
Lenalidomide,Multiple Myeloma,5,5.8,0.595,116
Revlimid,Multiple Myeloma,5,5.8,0.595,116
Avonex Pen,Multiple Sclerosis,7,9.86,0.9222,25
Provigil,Multiple Sclerosis,14,9.5,0.9045,591
Ampyra,Multiple Sclerosis,52,8.58,0.8788,3576
Dalfampridine,Multiple Sclerosis,52,8.58,0.8788,3576
Modafinil,Multiple Sclerosis,15,9.27,0.8739,594
Betaseron,Multiple Sclerosis,5,7.8,0.815,72
Interferon beta-1b,Multiple Sclerosis,5,7.8,0.815,72
Interferon beta-1a,Multiple Sclerosis,63,7.81,0.8142,961
Dimethyl fumarate,Multiple Sclerosis,31,7.48,0.8133,791
Copaxone,Multiple Sclerosis,99,7.87,0.813,3885
Fingolimod,Multiple Sclerosis,70,7.41,0.8075,3979
Tysabri,Multiple Sclerosis,74,7.99,0.8043,4319
Glatiramer,Multiple Sclerosis,103,7.79,0.8029,3906
Tecfidera,Multiple Sclerosis,29,7.45,0.8025,791
Gilenya,Multiple Sclerosis,68,7.37,0.8021,3970
Natalizumab,Multiple Sclerosis,76,7.95,0.7986,4320
Rebif,Multiple Sclerosis,20,7.25,0.7853,375
Avonex,Multiple Sclerosis,29,7.45,0.7841,525
Corticotropin,Multiple Sclerosis,7,6.29,0.7198,48
Aubagio,Multiple Sclerosis,27,5.78,0.5842,979
Teriflunomide,Multiple Sclerosis,28,5.82,0.5801,979
Aspirin / caffeine / orphenadrine,Muscle Pain,5,8.6,0.8048,38
Voltaren,Muscle Pain,6,8.0,0.7268,261
Diclofenac,Muscle Pain,16,7.62,0.7139,407
Naproxen,Muscle Pain,23,6.48,0.705,335
Nabumetone,Muscle Pain,6,6.83,0.6667,193
Methyl salicylate,Muscle Pain,12,5.17,0.6405,50
Relafen,Muscle Pain,5,6.2,0.6159,176
Advil,Muscle Pain,5,7.0,0.5843,110
Ibuprofen,Muscle Pain,5,7.0,0.5843,110
Salonpas Pain Patch,Muscle Pain,7,4.57,0.5576,46
Soma Compound,Muscle Spasm,8,9.25,0.9671,118
Aspirin / carisoprodol,Muscle Spasm,9,9.33,0.9628,120
Soma,Muscle Spasm,133,9.17,0.907,8661
Aspirin / caffeine / orphenadrine,Muscle Spasm,6,8.0,0.8998,72
Carisoprodol,Muscle Spasm,172,9.09,0.8981,9112
Valium,Muscle Spasm,35,8.51,0.8957,2422
Diazepam,Muscle Spasm,82,8.49,0.8742,4215
Skelaxin,Muscle Spasm,57,7.95,0.8496,2436
Lioresal,Muscle Spasm,6,7.83,0.8114,582
Zanaflex,Muscle Spasm,73,7.75,0.7979,6188
Metaxalone,Muscle Spasm,73,7.44,0.7919,2776
Norflex,Muscle Spasm,13,7.46,0.7661,623
Baclofen,Muscle Spasm,95,6.65,0.7409,4754
Tizanidine,Muscle Spasm,175,6.6,0.7139,8849
Orphenadrine,Muscle Spasm,27,7.15,0.7097,869
Flexeril,Muscle Spasm,100,6.44,0.6911,4952
Amrix,Muscle Spasm,27,6.85,0.6762,833
Chlorzoxazone,Muscle Spasm,42,6.79,0.6721,1609
Cyclobenzaprine,Muscle Spasm,242,6.13,0.6714,7384
Methocarbamol,Muscle Spasm,149,6.03,0.6552,6437
Robaxin-750,Muscle Spasm,24,5.21,0.6488,1069
Robaxin,Muscle Spasm,38,6.53,0.6407,3111
Lorzone,Muscle Spasm,21,6.0,0.6146,978
CellCept,Myasthenia Gravis,6,8.5,0.913,316
Mycophenolate mofetil,Myasthenia Gravis,14,8.14,0.892,444
Pyridostigmine,Myasthenia Gravis,17,7.24,0.8176,455
Mestinon,Myasthenia Gravis,9,6.11,0.6962,307
Vidaza,Myelodysplastic Syndrome,10,6.4,0.7,378
Azacitidine,Myelodysplastic Syndrome,13,6.08,0.674,380
Adderall XR,Narcolepsy,7,9.57,0.9797,235
Adderall,Narcolepsy,34,8.74,0.8825,1785
Amphetamine / dextroamphetamine,Narcolepsy,49,8.82,0.8772,2061
Dextroamphetamine,Narcolepsy,18,9.0,0.8764,620
Sodium oxybate,Narcolepsy,62,8.29,0.8501,1690
Xyrem,Narcolepsy,61,8.31,0.8477,1690
Dexedrine,Narcolepsy,11,8.82,0.845,499
Lisdexamfetamine,Narcolepsy,7,8.57,0.8127,69
Ritalin,Narcolepsy,18,7.56,0.8065,944
Methylphenidate,Narcolepsy,37,7.81,0.7953,1308
Nuvigil,Narcolepsy,76,6.87,0.7732,1515
Concerta,Narcolepsy,7,7.14,0.7651,160
Armodafinil,Narcolepsy,87,6.62,0.7576,1543
Modafinil,Narcolepsy,92,7.05,0.7486,2309
Provigil,Narcolepsy,75,6.83,0.7317,2203
Mupirocin,Nasal Carriage of Staphylococcus aureus,5,6.6,0.6287,89
Norel SR,Nasal Congestion,5,9.2,0.9807,23
Dexbrompheniramine / pseudoephedrine,Nasal Congestion,15,9.93,0.9681,129
Drixoral Cold and Allergy,Nasal Congestion,12,9.92,0.967,126
Naphazoline,Nasal Congestion,12,9.92,0.8634,268
Privine,Nasal Congestion,11,10.0,0.8614,267
Phenylephrine,Nasal Congestion,13,8.08,0.8473,49
Sudafed Congestion,Nasal Congestion,6,8.17,0.8451,181
Xylometazoline,Nasal Congestion,21,7.29,0.821,161
Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,14,6.5,0.7464,79
Loratadine / pseudoephedrine,Nasal Congestion,31,7.19,0.7288,634
Claritin-D,Nasal Congestion,22,7.32,0.7151,593
Pseudoephedrine,Nasal Congestion,43,7.35,0.6736,771
Nostrilla,Nasal Congestion,10,6.4,0.6157,60
Sodium chloride,Nasal Congestion,9,4.78,0.5651,16
Oxymetazoline,Nasal Congestion,79,5.47,0.5622,406
Ayr Saline Nasal,Nasal Congestion,5,3.2,0.4651,13
Afrin,Nasal Congestion,40,4.2,0.4289,245
Fluticasone,Nasal Polyps,6,9.33,0.9156,196
Meclizine,Nausea/Vomiting,7,9.0,0.921,182
Dimenhydrinate,Nausea/Vomiting,12,9.5,0.8654,366
Phenergan,Nausea/Vomiting,47,8.85,0.862,1209
Dramamine,Nausea/Vomiting,11,9.55,0.8603,366
Promethazine,Nausea/Vomiting,109,8.75,0.8491,2118
Lorazepam,Nausea/Vomiting,25,8.52,0.838,789
Zofran,Nausea/Vomiting,128,8.55,0.8252,2715
Trimethobenzamide,Nausea/Vomiting,6,8.17,0.8247,41
Phosphorated carbohydrate solution,Nausea/Vomiting,23,9.09,0.8047,312
Ativan,Nausea/Vomiting,11,7.73,0.7988,442
Emetrol,Nausea/Vomiting,21,9.1,0.7911,294
Ondansetron,Nausea/Vomiting,232,8.12,0.7794,3919
Benadryl,Nausea/Vomiting,10,7.8,0.7238,379
Zofran ODT,Nausea/Vomiting,33,7.33,0.699,577
Diphenhydramine,Nausea/Vomiting,15,7.33,0.6353,407
Hydroxyzine,Nausea/Vomiting,13,6.77,0.6137,502
Scopolamine,Nausea/Vomiting,26,5.65,0.5399,112
Transderm-Scop,Nausea/Vomiting,13,5.77,0.4782,62
Prochlorperazine,Nausea/Vomiting,73,4.37,0.4299,1014
Reglan,Nausea/Vomiting,44,4.23,0.3948,945
Compazine,Nausea/Vomiting,47,3.79,0.3823,798
Metoclopramide,Nausea/Vomiting,62,3.97,0.3584,1021
Haldol,Nausea/Vomiting,7,3.71,0.2712,147
Haloperidol,Nausea/Vomiting,8,3.38,0.2417,148
Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,81,6.77,0.6709,482
Diclegis,Nausea/Vomiting of Pregnancy,80,6.72,0.6671,482
Marinol,"Nausea/Vomiting, Chemotherapy Induced",11,9.27,0.9409,393
Granisetron,"Nausea/Vomiting, Chemotherapy Induced",7,9.14,0.9104,25
Aprepitant,"Nausea/Vomiting, Chemotherapy Induced",10,9.9,0.9083,93
Emend,"Nausea/Vomiting, Chemotherapy Induced",10,9.9,0.9083,93
Dronabinol,"Nausea/Vomiting, Chemotherapy Induced",16,8.56,0.9031,470
Sancuso,"Nausea/Vomiting, Chemotherapy Induced",5,9.4,0.9014,22
Ondansetron,"Nausea/Vomiting, Chemotherapy Induced",9,7.89,0.7525,149
Zofran,"Nausea/Vomiting, Chemotherapy Induced",7,7.29,0.7351,130
Dexamethasone,"Nausea/Vomiting, Chemotherapy Induced",6,7.67,0.722,58
Ondansetron,"Nausea/Vomiting, Postoperative",8,7.25,0.7352,67
Nortriptyline,Neuralgia,18,7.78,0.7995,602
Pregabalin,Neuralgia,41,7.66,0.7989,1376
Lyrica,Neuralgia,40,7.62,0.7966,1373
Methylprednisolone,Neuralgia,5,8.0,0.7421,53
Levetiracetam,Neuralgia,6,7.0,0.7333,28
Baclofen,Neuralgia,8,6.0,0.4843,111
Lyrica,Neuropathic Pain,118,6.51,0.7083,5439
Gabapentin,Neuropathic Pain,84,6.25,0.7048,1009
Pregabalin,Neuropathic Pain,131,6.52,0.7042,5481
Lidocaine,Neuropathic Pain,12,3.83,0.4946,111
Neulasta,Neutropenia Associated with Chemotherapy,26,6.69,0.609,543
Pegfilgrastim,Neutropenia Associated with Chemotherapy,26,6.69,0.609,543
Sumatriptan,New Daily Persistent Headache,6,6.67,0.6534,34
Diazepam,Night Terrors,6,10.0,0.9042,169
Clonazepam,Night Terrors,14,8.21,0.7519,276
Prazosin,Nightmares,23,7.09,0.6655,784
Carisoprodol,Nocturnal Leg Cramps,8,9.62,0.953,562
Soma,Nocturnal Leg Cramps,6,10.0,0.9463,540
Quinine,Nocturnal Leg Cramps,12,8.75,0.8366,270
Rituxan,Non-Hodgkin's Lymphoma,8,9.25,0.9617,571
Rituximab,Non-Hodgkin's Lymphoma,12,8.42,0.8227,582
Gefitinib,Non-Small Cell Lung Cance,7,9.57,0.9482,217
Iressa,Non-Small Cell Lung Cance,7,9.57,0.9482,217
Erlotinib,Non-Small Cell Lung Cance,31,9.03,0.9306,2488
Tarceva,Non-Small Cell Lung Cance,31,9.03,0.9306,2488
Nivolumab,Non-Small Cell Lung Cance,20,4.7,0.4788,427
Opdivo,Non-Small Cell Lung Cance,12,3.33,0.3475,347
Dicyclomine,Noninfectious Colitis,9,6.67,0.837,85
Methadone,Not Listed / Othe,8,9.88,0.9888,103
Diazepam,Not Listed / Othe,6,9.67,0.9838,32
Phentermine,Not Listed / Othe,31,9.1,0.9495,78
Citalopram,Not Listed / Othe,5,8.6,0.9366,23
Alprazolam,Not Listed / Othe,17,9.59,0.9348,36
Zolpidem,Not Listed / Othe,5,8.8,0.9189,1
Trazodone,Not Listed / Othe,6,6.83,0.9069,34
Acetaminophen / oxycodone,Not Listed / Othe,7,9.57,0.9025,8
Oxycodone,Not Listed / Othe,16,8.94,0.9016,41
Buprenorphine / naloxone,Not Listed / Othe,11,9.55,0.8881,5
Meloxicam,Not Listed / Othe,6,8.5,0.8783,73
Clonazepam,Not Listed / Othe,7,8.86,0.873,6
Gabapentin,Not Listed / Othe,10,8.5,0.8721,34
Tramadol,Not Listed / Othe,12,8.0,0.8599,75
Acetaminophen / hydrocodone,Not Listed / Othe,6,9.33,0.8481,12
Escitalopram,Not Listed / Othe,5,7.2,0.8407,2
Temazepam,Not Listed / Othe,5,7.2,0.8242,11
Duloxetine,Not Listed / Othe,5,9.0,0.7987,3
Metoprolol,Not Listed / Othe,5,7.2,0.7953,59
Quetiapine,Not Listed / Othe,7,6.57,0.7761,6
Cyclobenzaprine,Not Listed / Othe,6,7.17,0.7759,11
Lorazepam,Not Listed / Othe,7,9.14,0.7641,54
Venlafaxine,Not Listed / Othe,5,6.8,0.727,9
Bupropion,Not Listed / Othe,5,5.8,0.7186,10
Lisinopril,Not Listed / Othe,5,6.6,0.6504,134
Levonorgestrel,Not Listed / Othe,6,6.17,0.6386,1
Levofloxacin,Not Listed / Othe,6,6.0,0.6377,10
